Category_Type,Original_English,Translated_Korean
선택,Gloves & Mittens,장갑 & 벙어리장갑
선택,Nightgowns,잠옷
선택,Hats & Caps,모자 & 모자
선택,Animals,동물
선택,Herbal Supplements,허브 보조제
선택,Nail Cleaning Brushes,손톱 청소 브러쉬
선택,Painting,그림
선택,Grill Scrapers,그릴 스크레이퍼
선택,Cord Locks,코드 잠금 장치
선택,Adhesive Sheets,접착 시트
선택,"Baking Syrups, Sugars & Sweeteners","베이킹 시럽, 설탕 및 감미료"
선택,Craft Sticks,공예용 스틱
선택,Art Glues & Pastes,미술용 접착제 및 페이스트
선택,Eyewear Frames,안경테
선택,Emergency Strobe Lights,비상 스트로브 조명
선택,Passport Wallets,여권 지갑
선택,Wool Roving,울 로빙
선택,Growing Light Bulbs,전구 성장
선택,Acrylic Nail Tools,아크릴 네일 도구
선택,Nail Thickening Solution,손톱 농축 솔루션
선택,Purse Making,지갑 만들기
선택,Crossbody & Lanyard Cases,크로스바디 & 랜야드 케이스
선택,"Plugs, Inlets & Receptacles","플러그, 입구 및 콘센트"
선택,Watch Bands,시계줄
선택,Adhesive Tapes,접착 테이프
선택,Pipe Fittings,파이프 피팅
선택,Butyl Tape,부틸 테이프
선택,Minimizers,최소화기
선택,"Heating, Ventilation & Air Conditioning","난방, 환기 및 에어컨"
선택,"Water Heaters, Parts & Accessories","온수기, 부품 및 액세서리"
선택,"Water Heater Thermostats, Elements & Parts","온수기 온도 조절기, 요소 및 부품"
선택,Fedoras,페도라
선택,Greenhouses,온실
선택,Dehumidifiers,제습기
선택,Ice & Snow Grips,얼음 및 눈 그립
선택,Recliners,리클라이너
선택,Bumpers,범퍼
선택,Bug Zappers,버그 재퍼
선택,Plugs,플러그
선택,Flat Front,플랫 프론트
선택,Deck Boxes,데크 박스
선택,Bucket Hats,버킷햇
선택,"Lingerie, Sleep & Lounge","란제리, 수면 및 라운지"
선택,Panties,팬티
선택,Hosiery,양말류
선택,Picnic Baskets,피크닉 바구니
선택,Picnic Backpacks,피크닉 백팩
선택,Picnic Backpack Accessories,피크닉 배낭 액세서리
선택,Picnic Tables,피크닉 테이블
선택,Picnic Blankets,피크닉 담요
선택,Vernier Calipers,버니어 캘리퍼스
선택,Cranberry,크랜베리
선택,Leg Warmers,레그워머
선택,Cheese & Dairy,치즈 및 유제품
선택,Special Occasion,특별한 날
선택,Valerian,발레리안
선택,Playwear,플레이웨어
선택,Compression Calf Socks,압축 송아지 양말
선택,"Clips, Arm & Wristbands","클립, 팔 및 손목 밴드"
선택,Mid-Calf,종아리 중반
선택,Stenciling,스텐실링
선택,Comics & Manga,만화 및 만화
선택,"Butter, Margarine & Plant-Based Alternatives","버터, 마가린 및 식물성 대체 식품"
선택,Running,달리기
선택,Fire Pits,불 구덩이
선택,Sneakers,운동화
선택,Cold Weather Headbands,추운 날씨 머리띠
선택,CoQ10,CoQ10
선택,Tights & Hosiery,스타킹 및 양말류
선택,Nail Studio Sets,네일 스튜디오 세트
선택,Sleep Sets,수면 세트
선택,"Pen, Pencil & Marker Cases","펜, 연필, 마커 케이스"
선택,Chalk,분필
선택,Pull-Along Wagons,견인형 마차
선택,Cuticle Removing Fluids,큐티클 제거액
선택,Cuticle Nippers,큐티클 니퍼
선택,Sprinklers,스프링클러
선택,Egg Whites,달걀 흰자
선택,Hammock Chairs,해먹 의자
선택,Compression Pants & Tights,압축 바지 및 스타킹
선택,Weapons & Armor,무기 및 방어구
선택,Paint Brushes,페인트 브러시
선택,Workseats,작업대
선택,Rocking Chairs,흔들의자
선택,Conversation Sets,대화 세트
선택,5-HTP,5-HTP
선택,Chairs,의자
선택,Green Tea,녹차
선택,Card Stock,카드 스톡
선택,Golf,골프
선택,Luggage Sets,수하물 세트
선택,Press On Nails,손톱을 누르세요
선택,Bibs,턱받이
선택,Combination Base & Top Coats,콤비네이션 베이스 & 탑 코트
선택,Stick Umbrellas,스틱 우산
선택,"Drum Set Bags, Cases & Covers","드럼 세트 가방, 케이스 및 커버"
선택,Cushion & Upholstery Foam,쿠션 및 실내 장식품 폼
선택,Watercraft Kits,선박 키트
선택,Flax Seed Oil,아마씨 오일
선택,Spirulina,스피루리나
선택,Antioxidants,항산화제
선택,Headwear,모자
선택,B-Complex,B-복합체
선택,Crafts & Hobbies,공예 및 취미
선택,Screen Protector Foils,화면 보호 필름
선택,"Mounts, Brackets & Stands","마운트, 브래킷 및 스탠드"
선택,Ring Sizers,링 사이즈 측정기
선택,Wedding Rings,결혼반지
선택,Fitness & Cross-Training,피트니스 및 교차 훈련
선택,Stamped Kits,스탬프가 찍힌 키트
선택,Highliner Paintbrushes,하이라이너 붓
선택,Art Blades,아트 블레이드
선택,Crocheting,크로셰 뜨개질
선택,Nail Dryers,네일 건조기
선택,Arm Warmers,암 워머
선택,Pocket Watches,회중시계
선택,Hygrometers,습도계
선택,Temperature Controllers,온도 컨트롤러
선택,Punches,펀치
선택,Cuticle Scissors,큐티클 가위
선택,Balance Bikes,균형 자전거
선택,pH Control,pH 조절
선택,Foot Pumices,발 경석
선택,Vehicles,차량
선택,Airplane & Jet Kits,비행기 및 제트 키트
선택,Canvas Boards & Panels,캔버스 보드 및 패널
선택,Wax Molding Materials,왁스 성형 재료
선택,Boys,소년들
선택,Sketchbooks & Notebooks,스케치북 및 노트북
선택,Motor Vehicle Kits,자동차 키트
선택,Dip Powder Liquids,딥 파우더 액체
선택,Chokers,초커
선택,Hook & Loop Strips,후크 및 루프 스트립
선택,Snow Blowers,제설기
선택,Ceramic & Pottery Tools,도자기 및 도자기 도구
선택,Outdoor Holiday Decorations,야외 휴가 장식
선택,Inflatable Yard Decorations,풍선 마당 장식
선택,Stepping Stones,디딤돌
선택,Decorative Garden Stakes,장식적인 정원 말뚝
선택,Garage Door Decorations,차고 문 장식
선택,Cleaning & Care,청소 및 관리
선택,Activity Books,활동 도서
선택,Guided Journals,가이드 저널
선택,Child Psychology,아동 심리학
선택,Moisturizing Gloves,보습 장갑
선택,Sport Headbands,스포츠 머리띠
선택,Training,훈련
선택,Crepe Paper,크레이프지
선택,Reference,참조
선택,Stuffing & Polyester Fill,충전재 및 폴리에스테르 충전재
선택,Fabric & Textile Paints,직물 및 직물 페인트
선택,Pens & Markers,펜 및 마커
선택,Palette Knives,팔레트 나이프
선택,Tools,도구
선택,Creativity & Genius,창의성과 천재성
선택,Card Cases,카드 케이스
선택,Heat Press Machines,열 프레스 기계
선택,Palettes,팔레트
선택,Modeling Tools,모델링 도구
선택,Breeds,품종
선택,Mixed-Media,혼합 매체
선택,Mosaic Making,모자이크 만들기
선택,Mosaic Tiles,모자이크 타일
선택,Sewing,재봉
선택,Craft Supplies,공예용품
선택,Paint Sponges,페인트 스펀지
선택,Face Painting,페이스 페인팅
선택,Snack Packs & Lunches,스낵 팩 및 점심
선택,String & Snack,스트링 앤 스낵
선택,3D Wall Panels,3D 벽면 패널
선택,Adolescent Psychology,청소년 심리학
선택,Protective Mitts & Potholders,보호 미트 및 냄비 홀더
선택,Fabric,구조
선택,Meat & Game,고기와 게임
선택,Folding Fans,접는 부채
선택,Tapers,테이퍼
선택,Bustiers & Corsets,뷔스티에 & 코르셋
선택,Round Paintbrushes,둥근 붓
선택,Herbs,허브
선택,Pedestal Fans,받침대 팬
선택,Active Shirts & Tees,액티브 셔츠 & 티셔츠
선택,Passport Covers,여권 커버
선택,Eyeglass Cases,안경 케이스
선택,Adult Children of Alcoholics,알코올 중독자의 성인 자녀
선택,One-Piece Suits,원피스 슈트
선택,Mid-Atlantic,대서양 중부
선택,Indian,옥수수
선택,Poultry,가금류
선택,Green Housecleaning,그린하우스클리닝
선택,Hats,모자
선택,Fashion Scarves,패션 스카프
선택,"Pendants, Drops & Finials","펜던트, 드랍스, 피니얼"
선택,Wicks,심지
선택,Work,일하다
선택,Seam Rippers,솔기 리퍼
선택,Pipe Cleaners,파이프 클리너
선택,Baby Girls,여자 아기
선택,Scandinavian,스칸디나비아 사람
선택,Hanging Planters,매달린 화분
선택,Facial Hair,얼굴 털
선택,Patchwork,덧붙여 대는 세공
선택,Trees,나무
선택,"Health, Fitness & Dieting","건강, 피트니스 및 다이어트"
선택,Costume Makeup,의상 메이크업
선택,Musculoskeletal Diseases,근골격계 질환
선택,Composting Tumblers,퇴비화 텀블러
선택,Dogs,개
선택,"Jesus, the Gospels & Acts","예수, 복음서와 사도행전"
선택,Motors,모터
선택,Sheers,시어스
선택,Drying & Print Racks,건조 및 인쇄 랙
선택,Propane Grills,프로판 그릴
선택,Grill Pads & Floor Mats,그릴 패드 및 바닥 매트
선택,Toys,장난감
선택,Healing,치유
선택,Carry-Ons,기내 반입
선택,Suits,정장
선택,Beading Cords & Threads,구슬 끈 및 실
선택,Cabinets & Cases,캐비닛 및 케이스
선택,"Cats, Dogs & Animals","고양이, 개, 동물"
선택,Cold Weather Scarves,추운 날씨 스카프
선택,Jackets & Coats,재킷 & 코트
선택,Pressure Regulators,압력 조절기
선택,Beneficial Insects,유익한 곤충
선택,String Trimmers,스트링 트리머
선택,Leaf Blowers,낙엽송풍기
선택,"Shower Curtains, Hooks & Liners","샤워 커튼, 후크 및 라이너"
선택,Luggage Tags,수하물 태그
선택,Adults,성인
선택,Travel Totes,여행용 토트백
선택,Ankle Socks,발목 양말
선택,Item Finders,아이템 찾기
선택,Wallpaper Tools,벽지 도구
선택,Push Ride-Ons,푸시 라이드온
선택,Barbells,바벨
선택,Hawthorn,산사나무
선택,Cayenne,고추
선택,Short Sets,짧은 세트
선택,Ginseng,인삼
선택,Choline,콜린
선택,Denim,청
선택,Adhesive Sprays,접착제 스프레이
선택,Fusible & Hem Tape,가용성 및 밑단 테이프
선택,Pants & Capris,팬츠 & 카프리
선택,Clothing Sets,의류 세트
선택,"Binocular, Camera & Camcorder Straps","쌍안경, 카메라 및 캠코더 스트랩"
선택,Tops,탑
선택,Garment Bags,의류 가방
선택,Plant-Based Coffee Creamers,식물성 커피 크리머
선택,Straps,스트랩
선택,Cuticle Repair Creams,큐티클 리페어 크림
선택,B1 (Thiamine),B1 (티아민)
선택,Gardening & Lawn Care,원예 및 잔디 관리
선택,Camisoles & Tanks,캐미솔 및 탱크
선택,Brooches & Pins,브로치 & 핀
선택,Evening Bags,이브닝 백
선택,Chlorophyll,엽록소
선택,Wraps,랩
선택,Grill Covers,그릴 커버
선택,Ultrasonic Repellers,초음파 퇴치제
선택,Luggage Scales,수하물 저울
선택,Unfinished Wood,미완성 목재
선택,Bras,브래지어
선택,Plastic Tubing,플라스틱 튜브
선택,Saw Palmetto,쏘팔메토
선택,Flavonoids,플라보노이드
선택,Thread Sealants,스레드 실런트
선택,Chemicals & Water Testing Products,화학물질 및 수질 테스트 제품
선택,Porch Swings,현관 그네
선택,Irrigation System Controllers,관개 시스템 컨트롤러
선택,Pendants,펜던트
선택,Chlorella,클로렐라
선택,Krill Oils,크릴 오일
선택,Messenger Bags,메신저백
선택,Stains,얼룩
선택,MCT Oil,MCT 오일
선택,Holsters,홀스터
선택,Replacement Parts,교체 부품
선택,Heat Transfer Film,열전달 필름
선택,Wiggle Eyes,흔들리는 눈
선택,Pre-Cut Quilt Squares,미리 자른 퀼트 사각형
선택,Brayers,브레이어스
선택,Clogs & Mules,클로그 & 뮬
선택,Lines & Spools,라인 및 스풀
선택,Wood Burning Tools,장작 굽기 도구
선택,Yard Signs,마당 표지판
선택,Bridal Sets,신부 세트
선택,Patio Dining Chairs,파티오 다이닝 체어
선택,Weed Killers,잡초 살인자
선택,Spare & Replacement Parts,예비 및 교체 부품
선택,Manual Lawn Aerators,수동 잔디 통풍기
선택,Crayons,크레용
선택,Wheels,바퀴
선택,Tune-Up Kits,툰업 키트
선택,Tile Epoxy Adhesives,타일 ​​에폭시 접착제
선택,Solar Battery Chargers & Charging Kits,태양광 배터리 충전기 및 충전 키트
선택,Worm Gear Hose Clamps,웜기어 호스 클램프
선택,Barbed Fittings,가시 피팅
선택,Deck Parts,데크 부품
선택,Test Probes & Leads,테스트 프로브 및 리드
선택,Tires,타이어
선택,Mufflers,머플러
선택,Resin Casting Molds,수지 주조 금형
선택,Pull Cords,당김 코드
선택,Soil Meters,토양 측정기
선택,Spray Concentrates,스프레이 농축액
선택,Replacement Parts & Accessories,교체 부품 및 액세서리
선택,Hose Clamping Tools,호스 클램핑 도구
선택,Foam Paintbrushes,폼 페인트브러시
선택,Embellishments,장식
선택,Solar & Wind Power Parts & Accessories,태양광 및 풍력 부품/액세서리
선택,Rakes,갈퀴
선택,Metal Detectors,금속 탐지기
선택,Rash Guard Sets,래쉬가드 세트
선택,Flavored Milk,맛우유
선택,Artichoke,아티초크
선택,Pool Brushes,풀 브러쉬
선택,Polish Correctors,폴란드어 교정기
선택,Knee-High Socks,무릎 높이 양말
선택,Pool & Spa Replacement Parts,수영장 및 스파 교체 부품
선택,Acrylic Nail Kits,아크릴 네일 키트
선택,Bread,빵
선택,Lawn Mower Replacement Parts,잔디 깍는 기계 교체 부품
선택,Heeled Sandals,힐 샌들
선택,Irrigation Tubing,관개 튜브
선택,"Homebrewing, Distilling & Wine Making","자가 양조, 증류 및 와인 제조"
선택,Metal Filled Epoxies,금속 충전 에폭시
선택,Kids & Baby,키즈 & 베이비
선택,Spark Plugs,점화 플러그
선택,Recoil Springs,반동 스프링
선택,Sprayers,분무기
선택,Pulleys,풀리
선택,Manual Weeders,수동 제초기
선택,Wall-Mounted Fans,벽걸이형 팬
선택,Jewelry Towers,쥬얼리 타워
선택,Totes,토트백
선택,Strand,바닷가
선택,"Herbs, Spices & Seasonings","허브, 향신료 및 조미료"
선택,Tennis & Racquet Sports,테니스 및 라켓 스포츠
선택,Softshell Jackets,소프트쉘 재킷
선택,Household Fans,가정용 팬
선택,Tassels,술
선택,Ribbons,고삐
선택,Rulers & Ruler Racks,눈금자 및 눈금자 랙
선택,Pincushions,핀쿠션
선택,California,캘리포니아
선택,Dotting Tools,도트 도구
선택,Feeders,피더
선택,Breast Petals,유방 꽃잎
선택,Fabric Stud & Gem Setters,패브릭 스터드 및 보석 세터
선택,Lighted Holiday Displays,조명된 휴일 디스플레이
선택,Keyrings & Keychains,열쇠고리 및 열쇠고리
선택,Cheese Blends,치즈 블렌드
선택,Drawstring Bags,졸라매는 끈 부대
선택,Aida Cloth,아이다 천
선택,Counseling,상담
선택,Albums,앨범
선택,One-Piece Pajamas,원피스 잠옷
선택,Safety Pins,안전핀
선택,Adhesive Waxing,접착왁싱
선택,Social Psychology & Interactions,사회 심리학 및 상호 작용
선택,Turn Signal Bulbs,방향지시등
선택,Craft Foam,공예 폼
선택,Over-the-Knee,무릎 위
선택,Buttons & Pins,버튼 및 핀
선택,Palette Paper,팔레트 종이
선택,Active,활동적인
선택,Punching,펀칭
선택,Canopies,캐노피
선택,Glue Guns,글루건
선택,Shoe Cleaners,신발 클리너
선택,Scratchboards,스크래치보드
선택,Decoration Kits,장식 키트
선택,Body Chains,바디체인
선택,American Football,미식 축구
선택,Horny Goat Weed,호색한 염소 잡초
선택,Silicon,규소
선택,Nettle,쐐기풀
선택,Rhinestones,라인스톤
선택,Oregano,오레가노
선택,Fog Lights,안개등
선택,Jewelry Trays,쥬얼리 트레이
선택,Turn Signal & Fog Light Combos,방향 지시등 및 안개등 콤보
선택,Shapewear,보정속옷
선택,Bromelain,브로멜라인
선택,Tillers,경운기
선택,Buttons,버튼
선택,Flavored,맛을 낸
선택,Knee-High,무릎 높이
선택,Pumps,슬리퍼
선택,Pecorino,페코리노
선택,Pruning Saws,가지치기용 톱
선택,Weed Barrier Fabric,위드 배리어 패브릭
선택,Garden Stakes,가든 스테이크
선택,Rhinestones & Sequins,라인스톤 & 스팽글
선택,Bangle,장식 고리
선택,Charm,매력
선택,Cycling,사이클링
선택,Eyeglass Chains,안경 체인
선택,Adhesive Primers,접착 프라이머
선택,Chukka,추카
선택,Birdhouses,새집
선택,Snow & Ice Melters,눈과 얼음이 녹는 곳
선택,Paint Scrapers,페인트 스크레이퍼
선택,Battery Testers,배터리 테스터
선택,Mulch,뿌리 덮개
선택,"Knots, Macrame & Rope Work","매듭, 마크라메, 로프 작업"
선택,Epoxy Adhesives,에폭시 접착제
선택,Dial Calipers,다이얼 캘리퍼스
선택,Terrorism,테러
선택,Police Procedurals,경찰 절차
선택,Espionage,스파이 활동
